scope,site,standpoint,component,category,event_count,transport_contribution,transport_fraction,mean_sab_w_m2,absorbed_power_w,sar_wb_w_kg,body_fraction_sar_wb_w_kg,status
standpoint,korenmarkt,7,specular,geometric_evidence_refused_host_compatibility,848,0.00015931708802606598,0.0305206767395312,0.31850264996376454,0.5963955558338307,0.008237507677262858,0.03207592104873336,pass
standpoint,korenmarkt,7,specular,geometric_evidence_refused_atlas_state,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,specular,geometric_evidence_refused_insufficient_structural_mass,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,specular,geometric_fallback_other,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,first_diffuse,atlas_interface,1206767,5.2130024986628296e-05,0.17782138795785796,0.09112287167752485,0.17062738947219125,0.002356731898787172,0.14282219402144727,pass
standpoint,korenmarkt,7,first_diffuse,nonblocking_woody_atlas,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,first_diffuse,geometric_no_panorama_evidence,6213,3.34958750006942e-06,0.011425820311834084,0.007951308860373443,0.014888809458660342,0.00020564653948425886,0.012462550355080681,pass
standpoint,korenmarkt,7,first_diffuse,geometric_evidence_refused_host_compatibility,150833,0.00023767986391432238,0.810752791730308,0.5389420066650592,1.0091677970772794,0.013938781727586733,0.8447152556234719,pass
standpoint,korenmarkt,7,first_diffuse,geometric_evidence_refused_atlas_state,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,first_diffuse,geometric_evidence_refused_insufficient_structural_mass,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,first_diffuse,geometric_fallback_other,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,non_direct,atlas_interface,1219455,0.005107232577335546,0.9263759253564844,9.688840676688592,18.142334204806513,0.2505847265857253,0.9168383124329325,pass
standpoint,korenmarkt,7,non_direct,nonblocking_woody_atlas,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,non_direct,geometric_no_panorama_evidence,6325,8.902275579854167e-06,0.0016147402048348146,0.021380246645287634,0.04003446779275267,0.0005529622623308382,0.002023175930720841,pass
standpoint,korenmarkt,7,non_direct,geometric_evidence_refused_host_compatibility,151681,0.0003969969519403883,0.07200933443868078,0.8574446566288237,1.6055633529111102,0.022176289404849593,0.08113851163634668,pass
standpoint,korenmarkt,7,non_direct,geometric_evidence_refused_atlas_state,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,non_direct,geometric_evidence_refused_insufficient_structural_mass,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,7,non_direct,geometric_fallback_other,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
standpoint,korenmarkt,8,direct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
standpoint,korenmarkt,8,specular,atlas_interface,11840,0.005451811321693538,0.959432058358051,9.984147148757696,18.69529496532457,0.25822230615089176,0.9552194784245266,pass
standpoint,korenmarkt,8,specular,nonblocking_woody_atlas,0,0.0,0.0,0.0,0.0,0.0,0.0,pass
