SiteCode,AntennaLabel,Operator,Technology,Latitude,Longitude,CenterHeight,Power,Frequency,FrequencyBand,Electrical_Tilt,Mechanical_Tilt,Azimuth,Gain,Horizontal_Beamwidth,Vertical_Beamwidth
SITE(BX3102),ANT(240_1_5G_N21),Telenet,5G,50.848618124,4.365254029,33.56,46.02,2142.5,Band2100MHz,-4,0,240,17.79,105,12
SITE(BX3102),ANT(240_1_4G_L26),Telenet,4G,50.848618124,4.365254029,33.56,46.02,2662.5,Band2600MHz,-3,0,240,18.44,85,10
SITE(BX3102),ANT(240_1_5G_N7),Telenet,5G,50.848618124,4.365254029,33.56,40.0,765.5,Band700MHz,-6,0,240,16.06,113,16
SITE(BX3102),ANT(240_1_4G_L8),Telenet,4G,50.848618124,4.365254029,33.56,43.01,796.0,Band800MHz,-6,0,240,16.06,112,15
SITE(BX3102),ANT(240_1_2G_L9)/ANT(240_1_5G_N9),Telenet,2G/4G/5G,50.848618124,4.365254029,33.56,43.01,930.0,Band900MHz,-6,0,240,16.66,103,13
SITE(BX3102),ANT(120_1_4G_L18),Telenet,4G,50.84878912,4.365457215,33.64,46.02,1870.0,Band1800MHz,-6,0,120,17.24,102,10
SITE(BX3102),ANT(120_1_5G_N21),Telenet,5G,50.84878912,4.365457215,33.64,46.02,2142.5,Band2100MHz,-4,0,120,17.47,97,10
SITE(BX3102),ANT(120_1_4G_L26),Telenet,4G,50.84878912,4.365457215,33.64,46.02,2662.5,Band2600MHz,-5,0,120,18.02,85,8
SITE(BX3102),ANT(120_1_5G_N7),Telenet,5G,50.84878912,4.365457215,33.64,40.0,765.5,Band700MHz,-6,0,120,15.98,114,14
SITE(BX3102),ANT(120_1_4G_L8),Telenet,4G,50.84878912,4.365457215,33.64,43.01,796.0,Band800MHz,-6,0,120,16.06,107,13
SITE(BX3102),ANT(120_1_2G_L9)/ANT(120_1_5G_N9),Telenet,2G/4G/5G,50.84878912,4.365457215,33.64,43.01,930.0,Band900MHz,-6,0,120,16.59,104,12
SITE(BX3102),ANT(120_2_5G_N35),Telenet,5G,50.848794432,4.365461081,34.69,39.55,3530.0,Band3600MHz,-6,0,120,23.5,140,24
SITE(BX3102),ANT(0_1_4G_L18),Telenet,4G,50.848868593,4.365372925,33.64,46.02,1870.0,Band1800MHz,-6,0,0,17.31,103,16
SITE(BX3102),ANT(0_1_5G_N21),Telenet,5G,50.848868593,4.365372925,33.64,46.02,2142.5,Band2100MHz,-4,0,0,17.79,106,13
SITE(BX3102),ANT(0_1_4G_L26),Telenet,4G,50.848868593,4.365372925,33.64,46.02,2662.5,Band2600MHz,-8,0,0,18.52,86,12
SITE(BX3102),ANT(0_1_5G_N7),Telenet,5G,50.848868593,4.365372925,33.64,40.0,765.5,Band700MHz,-6,0,0,16.06,113,16
SITE(BX3102),ANT(0_1_4G_L8),Telenet,4G,50.848868593,4.365372925,33.64,43.01,796.0,Band800MHz,-6,0,0,16.06,112,17
SITE(BX3102),ANT(0_1_2G_L9)/ANT(0_1_5G_N9),Telenet,2G/4G/5G,50.848868593,4.365372925,33.64,40.0,930.0,Band900MHz,-6,0,0,16.66,103,14
SITE(BX3102),ANT(0_2_5G_N35),Telenet,5G,50.848868673,4.365367841,34.69,39.55,3530.0,Band3600MHz,-6,0,0,23.5,140,24
SITE(BX3110),ANT(80_2_5G_N35),Telenet,5G,50.848756622,4.357604261,35.59,39.55,3530.0,Band3600MHz,-6,-3,80,23.5,140,24
SITE(BX3110),ANT(80_1_4G_L18),Telenet,4G,50.8487639,4.357602271,34.54,46.02,1870.0,Band1800MHz,-6,0,80,17.31,103,16
SITE(BX3110),ANT(80_1_5G_N21),Telenet,5G,50.8487639,4.357602271,34.54,43.0,2142.5,Band2100MHz,-4,0,80,17.79,106,14
SITE(BX3110),ANT(80_1_4G_L26),Telenet,4G,50.8487639,4.357602271,34.54,43.0,2662.5,Band2600MHz,-8,0,80,18.52,86,12
SITE(BX3110),ANT(80_1_5G_N7),Telenet,5G,50.8487639,4.357602271,34.54,40.0,765.5,Band700MHz,-6,0,80,16.06,113,16
SITE(BX3110),ANT(80_1_4G_L8),Telenet,4G,50.8487639,4.357602271,34.54,43.01,796.0,Band800MHz,-6,0,80,16.06,112,17
SITE(BX3110),ANT(80_1_2G_L9)/ANT(80_1_5G_N9),Telenet,2G/4G/5G,50.8487639,4.357602271,34.54,40.0,930.0,Band900MHz,-6,0,80,16.66,103,14
SITE(BX3110),ANT(180_2_5G_N35),Telenet,5G,50.848832786,4.357269969,35.59,39.55,3530.0,Band3600MHz,-6,0,180,23.5,140,24
SITE(BX3110),ANT(180_1_4G_L18),Telenet,4G,50.84883288,4.357280026,34.54,46.02,1870.0,Band1800MHz,-6,0,180,17.31,103,16
SITE(BX3110),ANT(180_1_5G_N21),Telenet,5G,50.84883288,4.357280026,34.54,46.02,2142.5,Band2100MHz,-4,0,180,17.79,106,13
SITE(BX3110),ANT(180_1_4G_L26),Telenet,4G,50.84883288,4.357280026,34.54,46.02,2662.5,Band2600MHz,-8,0,180,18.52,86,12
SITE(BX3110),ANT(180_1_5G_N7),Telenet,5G,50.84883288,4.357280026,34.54,40.0,765.5,Band700MHz,-6,0,180,16.06,113,16
SITE(BX3110),ANT(180_1_4G_L8),Telenet,4G,50.84883288,4.357280026,34.54,44.01,796.0,Band800MHz,-6,0,180,16.06,112,17
SITE(BX3110),ANT(180_1_2G_L9)/ANT(180_1_5G_N9),Telenet,2G/4G/5G,50.84883288,4.357280026,34.54,43.01,930.0,Band900MHz,-6,0,180,16.66,103,14
SITE(BX3110),ANT(280_1_4G_L18),Telenet,4G,50.848887569,4.35734508,34.54,46.02,1870.0,Band1800MHz,-6,0,280,17.31,103,16
SITE(BX3110),ANT(280_1_5G_N21),Telenet,5G,50.848887569,4.35734508,34.54,46.02,2142.5,Band2100MHz,-4,0,280,17.79,106,13
SITE(BX3110),ANT(280_1_4G_L26),Telenet,4G,50.848887569,4.35734508,34.54,46.02,2662.5,Band2600MHz,-8,0,280,18.52,86,12
SITE(BX3110),ANT(280_1_5G_N7),Telenet,5G,50.848887569,4.35734508,34.54,40.0,765.5,Band700MHz,-6,0,280,16.06,113,18
SITE(BX3110),ANT(280_1_4G_L8),Telenet,4G,50.848887569,4.35734508,34.54,43.01,796.0,Band800MHz,-6,0,280,16.06,112,18
SITE(BX3110),ANT(280_1_2G_L9)/ANT(280_1_5G_N9),Telenet,2G/4G/5G,50.848887569,4.35734508,34.54,40.0,930.0,Band900MHz,-6,0,280,16.66,103,16
SITE(BX3110),ANT(280_2_5G_N35),Telenet,5G,50.848893948,4.357347778,35.59,39.55,3530.0,Band3600MHz,-6,0,280,23.5,140,24
SITE(BX3241),ANT(150_2_5G_N35),Telenet,5G,50.852212632,4.352818784,35.39,35.3,3530.0,Band3600MHz,-6,0,150,23.5,140,24
SITE(BX3241),ANT(150_1_4G_L18),Telenet,4G,50.852214431,4.352825884,34.33,43.6,1870.0,Band1800MHz,-6,0,150,17.31,105,10
SITE(BX3241),ANT(150_1_5G_N21),Telenet,5G,50.852214431,4.352825884,34.33,41.8,2142.5,Band2100MHz,-4,0,150,17.79,102,10
SITE(BX3241),ANT(150_1_4G_L26),Telenet,4G,50.852214431,4.352825884,34.33,41.8,2662.5,Band2600MHz,-4,0,150,18.49,85,9
SITE(BX3241),ANT(150_1_5G_N7),Telenet,5G,50.852214431,4.352825884,34.33,37.0,765.5,Band700MHz,-6,0,150,15.98,113,13
SITE(BX3241),ANT(150_1_4G_L8),Telenet,4G,50.852214431,4.352825884,34.33,42.0,796.0,Band800MHz,-6,0,150,16.06,107,12
SITE(BX3241),ANT(150_1_2G_L9)/ANT(150_1_5G_N9),Telenet,2G/4G/5G,50.852214431,4.352825884,34.33,40.0,930.0,Band900MHz,-6,0,150,16.59,104,11
SITE(BX3241),ANT(240_2_5G_N35),Telenet,5G,50.852229703,4.352749194,35.39,39.0,3530.0,Band3600MHz,-6,-3,240,23.5,140,24
SITE(BX3241),ANT(240_1_4G_L18),Telenet,4G,50.852232399,4.352746353,34.33,44.8,1870.0,Band1800MHz,-6,0,240,17.31,106,13
SITE(BX3241),ANT(240_1_5G_N21),Telenet,5G,50.852232399,4.352746353,34.33,43.0,2142.5,Band2100MHz,-4,0,240,17.79,105,13
SITE(BX3241),ANT(240_1_4G_L26),Telenet,4G,50.852232399,4.352746353,34.33,43.0,2662.5,Band2600MHz,-8,0,240,18.52,85,13
SITE(BX3241),ANT(240_1_5G_N7),Telenet,5G,50.852232399,4.352746353,34.33,40.0,765.5,Band700MHz,-2,0,240,15.0,124,17
SITE(BX3241),ANT(240_1_4G_L8),Telenet,4G,50.852232399,4.352746353,34.33,42.0,796.0,Band800MHz,-6,0,240,16.06,107,16
SITE(BX3241),ANT(240_1_2G_L9)/ANT(240_1_5G_N9),Telenet,2G/4G/5G,50.852232399,4.352746353,34.33,40.0,930.0,Band900MHz,-6,0,240,16.59,104,15
SITE(BX3241),ANT(330_1_4G_L18),Telenet,4G,50.852235994,4.352740671,34.33,44.8,1870.0,Band1800MHz,-6,0,330,17.31,105,10
SITE(BX3241),ANT(330_1_5G_N21),Telenet,5G,50.852235994,4.352740671,34.33,43.0,2142.5,Band2100MHz,-4,0,330,17.79,102,10
SITE(BX3241),ANT(330_1_4G_L26),Telenet,4G,50.852235994,4.352740671,34.33,41.8,2662.5,Band2600MHz,-4,0,330,18.49,85,9
SITE(BX3241),ANT(330_1_5G_N7),Telenet,5G,50.852235994,4.352740671,34.33,37.0,765.5,Band700MHz,-6,0,330,15.98,114,14
SITE(BX3241),ANT(330_1_4G_L8),Telenet,4G,50.852235994,4.352740671,34.33,42.0,796.0,Band800MHz,-6,0,330,16.06,107,13
SITE(BX3241),ANT(330_1_2G_L9)/ANT(330_1_5G_N9),Telenet,2G/4G/5G,50.852235994,4.352740671,34.33,40.0,930.0,Band900MHz,-6,0,330,16.59,104,12
SITE(BX3241),ANT(330_2_5G_N35),Telenet,5G,50.852238692,4.352747771,35.39,36.7,3530.0,Band3600MHz,-6,0,330,23.5,140,24
SITE(BX3407),ANT(180_1_4G_L18),Telenet,4G,50.850374618,4.351035273,29.74,44.8,1870.0,Band1800MHz,-6,0,180,17.31,106,11
SITE(BX3407),ANT(180_1_5G_N21),Telenet,5G,50.850374618,4.351035273,29.74,43.0,2142.5,Band2100MHz,-5,0,180,17.7,106,11
SITE(BX3407),ANT(180_1_4G_L26),Telenet,4G,50.850374618,4.351035273,29.74,43.0,2662.5,Band2600MHz,-8,0,180,18.52,84,10
SITE(BX3407),ANT(180_1_5G_N7),Telenet,5G,50.850374618,4.351035273,29.74,40.0,765.5,Band700MHz,-6,0,180,15.98,114,12
SITE(BX3407),ANT(180_1_4G_L8),Telenet,4G,50.850374618,4.351035273,29.74,42.0,796.0,Band800MHz,-6,0,180,16.06,107,13
SITE(BX3407),ANT(180_1_2G_L9)/ANT(180_1_3G_U9),Telenet,2G/3G,50.850374618,4.351035273,29.74,40.0,930.0,Band900MHz,-6,0,180,16.59,104,11
SITE(BX3407),ANT(180_2_5G_N35),Telenet,5G,50.850374872,4.351041618,30.73,39.4,3530.0,Band3600MHz,-6,-2,180,23.5,140,24
SITE(BX3407),ANT(80_2_5G_N35),Telenet,5G,50.850378357,4.35104335,30.73,39.55,3530.0,Band3600MHz,-6,0,80,23.5,140,24
SITE(BX3407),ANT(80_1_4G_L18),Telenet,4G,50.850380826,4.35104287,29.74,44.0,1870.0,Band1800MHz,-6,0,80,17.31,106,11
SITE(BX3407),ANT(80_1_5G_N21),Telenet,5G,50.850380826,4.35104287,29.74,44.0,2142.5,Band2100MHz,-5,0,80,17.7,102,10
SITE(BX3407),ANT(80_1_4G_L26),Telenet,4G,50.850380826,4.35104287,29.74,43.0,2662.5,Band2600MHz,-8,0,80,18.52,84,9
SITE(BX3407),ANT(80_1_5G_N7),Telenet,5G,50.850380826,4.35104287,29.74,40.0,765.5,Band700MHz,-6,0,80,15.98,113,13
SITE(BX3407),ANT(80_1_4G_L8),Telenet,4G,50.850380826,4.35104287,29.74,39.5,796.0,Band800MHz,-6,0,80,16.06,107,12
SITE(BX3407),ANT(80_1_2G_L9)/ANT(80_1_3G_U9),Telenet,2G/3G,50.850380826,4.35104287,29.74,40.0,930.0,Band900MHz,-6,0,80,16.59,104,11
SITE(BX3407),ANT(345_1_4G_L18),Telenet,4G,50.85054754,4.350983201,29.74,37.0,1870.0,Band1800MHz,-7,0,345,16.99,104,11
SITE(BX3407),ANT(345_1_4G_L8),Telenet,4G,50.85054754,4.350983201,29.74,35.0,796.0,Band800MHz,-8,0,345,15.88,107,11
SITE(BX3407),ANT(345_1_2G_L9),Telenet,2G,50.85054754,4.350983201,29.74,35.0,930.0,Band900MHz,-8,0,345,16.58,98,9
SITE(BX3407),ANT(345_2_5G_N35),Telenet,5G,50.850549339,4.3509903,30.73,34.0,3530.0,Band3600MHz,-6,-3,345,23.5,140,24
SITE(BX3449B),ANT(BX3449_140_2_5G_N35),Telenet,5G,50.848786908,4.36989429,40.59,33.75,3530.0,Band3600MHz,-6,0,140,23.5,140,24
SITE(BX3449B),ANT(BX3449_140_1_4G_L18),Telenet,4G,50.848790042,4.369902224,40.19,42.0,1870.0,Band1800MHz,-5,0,140,18.26,90,11
SITE(BX3449B),ANT(BX3449_140_1_5G_N21),Telenet,5G,50.848790042,4.369902224,40.19,40.75,2142.5,Band2100MHz,-3,0,140,19.13,93,9
SITE(BX3449B),ANT(BX3449_140_1_4G_L26),Telenet,4G,50.848790042,4.369902224,40.19,40.75,2662.5,Band2600MHz,-5,0,140,19.64,86,9
SITE(BX3449B),ANT(BX3449_140_1_4G_L8),Telenet,4G,50.848790042,4.369902224,40.19,39.0,796.0,Band800MHz,-2,0,140,15.9,103,17
SITE(BX3449B),ANT(BX3449_140_1_2G_L9),Telenet,2G,50.848790042,4.369902224,40.19,39.0,930.0,Band900MHz,-2,0,140,16.35,104,16
SITE(BX3449B),ANT(BX3449_280_1_4G_L18),Telenet,4G,50.848815582,4.369821151,40.19,46.02,1870.0,Band1800MHz,-7,0,280,18.34,88,13
SITE(BX3449B),ANT(BX3449_280_1_5G_N21),Telenet,5G,50.848815582,4.369821151,40.19,46.02,2142.5,Band2100MHz,-3,0,280,19.13,94,11
SITE(BX3449B),ANT(BX3449_280_1_4G_L26),Telenet,4G,50.848815582,4.369821151,40.19,46.02,2662.5,Band2600MHz,-6,0,280,19.74,86,11
SITE(BX3449B),ANT(BX3449_280_1_5G_N7),Telenet,5G,50.848815582,4.369821151,40.19,37.0,765.5,Band700MHz,-9,0,280,15.68,102,21
SITE(BX3449B),ANT(BX3449_280_1_4G_L8),Telenet,4G,50.848815582,4.369821151,40.19,43.01,796.0,Band800MHz,-2,0,280,15.9,103,20
SITE(BX3449B),ANT(BX3449_280_1_2G_L9)/ANT(BX3449_280_1_3G_U9),Telenet,2G/3G,50.848815582,4.369821151,40.19,37.0,930.0,Band900MHz,-2,0,280,16.35,105,18
SITE(BX3449B),ANT(BX3449_50_2_5G_N35),Telenet,5G,50.848817295,4.369904048,40.59,34.75,3530.0,Band3600MHz,-6,0,50,23.5,140,24
SITE(BX3449B),ANT(BX3449_50_1_4G_L18),Telenet,4G,50.848821978,4.369899225,40.19,43.5,1870.0,Band1800MHz,-5,0,50,18.26,90,11
SITE(BX3449B),ANT(BX3449_50_1_5G_N21),Telenet,5G,50.848821978,4.369899225,40.19,42.5,2142.5,Band2100MHz,-3,0,50,19.13,93,9
SITE(BX3449B),ANT(BX3449_50_1_4G_L26),Telenet,4G,50.848821978,4.369899225,40.19,42.5,2662.5,Band2600MHz,-5,0,50,19.64,86,9
SITE(BX3449B),ANT(BX3449_50_1_5G_N7),Telenet,5G,50.848821978,4.369899225,40.19,37.0,765.5,Band700MHz,-4,0,50,15.61,104,19
SITE(BX3449B),ANT(BX3449_50_1_4G_L8),Telenet,4G,50.848821978,4.369899225,40.19,40.2,796.0,Band800MHz,-2,0,50,15.9,103,17
SITE(BX3449B),ANT(BX3449_50_1_2G_L9)/ANT(BX3449_50_1_3G_U9),Telenet,2G/3G,50.848821978,4.369899225,40.19,40.0,930.0,Band900MHz,-2,0,50,16.35,104,16
SITE(BX3449B),ANT(BX3449_280_2_5G_N35),Telenet,5G,50.848822559,4.36982453,40.59,39.55,3530.0,Band3600MHz,-6,0,280,23.5,140,24
SITE(BX3571),ANT(140_2_5G_N35),Telenet,5G,50.850239168,4.358685763,25.27,34.75,3530.0,Band3600MHz,-6,0,140,23.5,140,24
SITE(BX3571),ANT(140_1_4G_L18),Telenet,4G,50.850240528,4.358688481,24.55,43.01,1870.0,Band1800MHz,-5,0,140,18.26,90,11
SITE(BX3571),ANT(140_1_5G_N21),Telenet,5G,50.850240528,4.358688481,24.55,41.75,2142.5,Band2100MHz,-3,0,140,19.13,93,9
SITE(BX3571),ANT(140_1_4G_L26),Telenet,4G,50.850240528,4.358688481,24.55,41.75,2662.5,Band2600MHz,-5,0,140,19.64,86,9
SITE(BX3571),ANT(140_1_5G_N7),Telenet,5G,50.850240528,4.358688481,24.55,37.0,765.5,Band700MHz,-4,0,140,15.61,104,19
SITE(BX3571),ANT(140_1_4G_L8),Telenet,4G,50.850240528,4.358688481,24.55,41.0,796.0,Band800MHz,-2,0,140,15.9,103,17
SITE(BX3571),ANT(140_1_2G_G9),Telenet,2G,50.850240528,4.358688481,24.55,40.0,930.0,Band900MHz,-2,0,140,16.35,104,16
SITE(BX3571),ANT(270_2_5G_N35),Telenet,5G,50.850399006,4.358542373,26.84,38.5,3530.0,Band3600MHz,-6,0,270,23.5,140,24
SITE(BX3571),ANT(270_1_4G_L18),Telenet,4G,50.85040124,4.358542312,26.12,43.01,1870.0,Band1800MHz,-6,0,270,18.29,88,12
SITE(BX3571),ANT(270_1_5G_N21),Telenet,5G,50.85040124,4.358542312,26.12,41.75,2142.5,Band2100MHz,-3,0,270,19.13,94,10
SITE(BX3571),ANT(270_1_4G_L26),Telenet,4G,50.85040124,4.358542312,26.12,41.75,2662.5,Band2600MHz,-6,0,270,19.74,86,10
SITE(BX3571),ANT(270_1_5G_N7),Telenet,5G,50.85040124,4.358542312,26.12,37.0,765.5,Band700MHz,-8,0,270,15.63,103,21
SITE(BX3571),ANT(270_1_4G_L8),Telenet,4G,50.85040124,4.358542312,26.12,43.01,796.0,Band800MHz,-2,0,270,15.9,103,19
SITE(BX3571),ANT(270_1_2G_G9),Telenet,2G,50.85040124,4.358542312,26.12,43.01,930.0,Band900MHz,-2,0,270,16.35,105,17
SITE(BX3571),ANT(30_2_5G_N35),Telenet,5G,50.850401983,4.358549716,26.84,34.75,3530.0,Band3600MHz,-6,0,30,23.5,140,24
SITE(BX3571),ANT(30_1_4G_L18),Telenet,4G,50.850403074,4.358546784,26.12,43.01,1870.0,Band1800MHz,-7,0,30,18.34,88,13
SITE(BX3571),ANT(30_1_5G_N21),Telenet,5G,50.850403074,4.358546784,26.12,41.75,2142.5,Band2100MHz,-3,0,30,19.13,94,11
SITE(BX3571),ANT(30_1_4G_L26),Telenet,4G,50.850403074,4.358546784,26.12,40.4,2662.5,Band2600MHz,-6,0,30,19.74,86,11
SITE(BX3571),ANT(30_1_5G_N7),Telenet,5G,50.850403074,4.358546784,26.12,37.0,765.5,Band700MHz,-4,0,30,15.61,104,19
SITE(BX3571),ANT(30_1_4G_L8),Telenet,4G,50.850403074,4.358546784,26.12,40.0,796.0,Band800MHz,-2,0,30,15.9,103,17
SITE(BX3571),ANT(30_1_2G_G9),Telenet,2G,50.850403074,4.358546784,26.12,40.0,930.0,Band900MHz,-2,0,30,16.35,104,16
SITE(BX3577),ANT(150_1_4G_L18),Telenet,4G,50.854990745,4.366381443,29.88,44.8,1870.0,Band1800MHz,-7,0,150,18.34,88,13
SITE(BX3577),ANT(150_1_5G_N21),Telenet,5G,50.854990745,4.366381443,29.88,43.0,2142.5,Band2100MHz,-3,0,150,19.13,94,11
SITE(BX3577),ANT(150_1_4G_L26),Telenet,4G,50.854990745,4.366381443,29.88,43.0,2662.5,Band2600MHz,-6,0,150,19.77,92,11
SITE(BX3577),ANT(150_1_5G_N7),Telenet,5G,50.854990745,4.366381443,29.88,40.0,765.5,Band700MHz,-9,0,150,15.68,102,21
SITE(BX3577),ANT(150_1_4G_L8),Telenet,4G,50.854990745,4.366381443,29.88,42.0,796.0,Band800MHz,-2,0,150,15.9,103,20
SITE(BX3577),ANT(150_1_2G_L9),Telenet,2G,50.854990745,4.366381443,29.88,42.0,930.0,Band900MHz,-2,0,150,16.35,105,18
SITE(BX3577),ANT(150_2_5G_N35),Telenet,5G,50.854994395,4.366395078,30.6,39.0,3530.0,Band3600MHz,-6,0,150,23.5,140,24
SITE(MBX3605),ANT(2)/ANT(L182a),Telenet,2G/4G,50.850560333,4.353871418,10.5,43.0,1870.0,Band1800MHz,0,0,210,11.12,95,41
SITE(MBX3605),ANT(NR212),Telenet,4G/5G,50.850560333,4.353871418,10.5,43.0,2142.5,Band2100MHz,1,0,210,10.57,107,41
SITE(MBX3605),ANT(L262a),Telenet,4G,50.850560333,4.353871418,10.5,43.0,2662.5,Band2600MHz,4,0,210,11.46,96,34
SITE(MBX3605),ANT(NR352),Telenet,5G,50.850560333,4.353871418,10.5,42.0,3530.0,Band3600MHz,-6,0,210,11.37,90,39
SITE(MBX3605),ANT(1)/ANT(L181a),Telenet,2G/4G,50.850565008,4.353869637,10.5,36.2,1870.0,Band1800MHz,0,0,300,11.12,95,41
SITE(MBX3605),ANT(NR211),Telenet,4G/5G,50.850565008,4.353869637,10.5,36.2,2142.5,Band2100MHz,1,0,300,10.57,107,41
SITE(MBX3605),ANT(L261a),Telenet,4G,50.850565008,4.353869637,10.5,36.0,2662.5,Band2600MHz,4,0,300,11.46,96,34
SITE(MBX3605),ANT(NR351),Telenet,5G,50.850565008,4.353869637,10.5,36.2,3530.0,Band3600MHz,-6,0,300,11.37,90,39
SITE(MBX3626),ANT(1)/ANT(L18),Telenet,2G/4G,50.854191544,4.357330764,6,32.0,1870.0,Band1800MHz,12,0,125,6.38,223,74
SITE(MBX3626),ANT(N21),Telenet,5G,50.854191544,4.357330764,6,32.0,2142.5,Band2100MHz,-4,0,125,5.29,230,104
SITE(MBX3626),ANT(L26),Telenet,4G,50.854191544,4.357330764,6,33.0,2662.5,Band2600MHz,28,0,125,6.55,270,105
